Index,Author,Compound,Tech,RL_inf,Influent,RL_eff,Effluent,Type,,,,,,,,
37,Matamoros,Naproxen,Constructed Wetland,,90,,49.5,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Clarithromycin,UV,2.9,658,2.9,362,Antibiotic,,,,,,,,
7,Oliveira,Morphine,UV,,470,,260,Anti-inflammatory,,,,,,,,
7,Oliveira,Diltiazem,UV,,430,,240,Antihypertensive,,,,,,,,
26,Gerrity,N-nitrosodimethylamine,Ozone,5,25,5,14,Industrial byproduct,,,,,,,,
18,Rosal,Ketorolac,Ozone,3,407,3,228,Anti-inflammatory,,,,,,,,
8,Rodriguez-Mozaz,Diuron,MF,202.5,202.5,7.4,114.5,Herbicide,,,,,,,,
21,Le-Minh,Trimethoprim,UV,,546,,309,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Ranitidine,UV,0.3,1450,0.3,832,Antihistamine,,,,,,,,
3,Sim,Carbamazepine,UV,4,327,4,188,Anticonvulsant,,,,,,,,
28,Chiu,Meprobamate,UV,0.2,1200,0.2,690,Anxiolytic,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,9890,,5750,Anti-inflammatory,,,,,,,,
21,Le-Minh,Trimethoprim,MBR,,583,,339,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Galaxolide ,Constructed Wetland,,3840,,2240,Fragrance,,,,,,,,
7,Oliveira,Atorvastatin,UV,,120,,70,Statins,,,,,,,,
7,Oliveira,Clarithromycin,UV,,360,,210,Antibiotic,,,,,,,,
7,Oliveira,Ritalinic Acid,UV,,220,,130,Drug metabolite,,,,,,,,
2,Margot,Gabapentin,"Ozone, Sand Filter",1.8,3867,1.8,2289.04,Anticonvulsant,,,,,,,,
7,Oliveira,Furosemide,UV,,5300,,3140,Diuretic,,,,,,,,
28,Chiu,Hydrocodone,UV,0.5,89,0.5,53,Opioid Analgesic,,,,,,,,
1,Kim,Sulfamethoxazole,Membrane Bioreactor,0.6,603,2.4,361,Antibiotic,,,,,,,,
7,Oliveira,Trimethoprim,UV,,650,,390,Antibiotic,,,,,,,,
4,Urtiaga,N-Acetyl-4-amino-antiyirine (4-AAA),Ultrafiltration,,7364,,4472,Drug Metabolite,,,,,,,,
1,Kim,Fluoxetine,Membrane Bioreactor,6,30.2,1.5,18.4,Antidepressant,,,,,,,,
18,Rosal,Metronidazole,Ozone,17,90,17,55,Antibiotic,,,,,,,,
7,Oliveira,Diltiazem,UV,,180,,110,Antihypertensive,,,,,,,,
5,Li,Erythromycin-H2O,Chlorine,,169,,104,Drug metabolite,,,,,,,,
7,Oliveira,Hydromorphone,UV,,130,,80,Opioid Analgesic,,,,,,,,
7,Oliveira,Oxymorphone,UV,,130,,80,Opioid Analgesic,,,,,,,,
37,Matamoros,Carbamazepine,Constructed Wetland,,4500,,2790,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Diazepam,UV - ClO2,0.29,2.16,0.29,1.34,Sedative,,,,,,,,
39,Estrada-Arriaga,Oxytetracycline,UV,10.6,38,10.6,23.6,Antibiotic,,,,,,,,
20,Zuccato,Spiramycin,UV,,603,,375,Antibiotic,,,,,,,,
4,Urtiaga,Furosemide,Ultrafiltration,,1302,,811,Diuretic,,,,,,,,
5,Li,Erythromycin-H2O,Chlorine,,374,,233,Drug metabolite,,,,,,,,
1,Kim,Ofloxacin,Membrane Bioreactor,1.5,189,6,119,Antibiotic,,,,,,,,
3,Sim,Carbamazepine,Chlorine,4,290,4,183,Anticonvulsant,,,,,,,,
8,Rodriguez-Mozaz,Mefenamic Acid,MF,0.6,15,1.4,9.5,Anti-inflammatory,,,,,,,,
1,Kim,Propanolol,Membrane Bioreactor,8,101,2,64,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Erythromycin-H2O,UV,4.44,1020,4.44,648,Drug metabolite,,,,,,,,
3,Sim,Clofibric Acid,UV,3,55,3,35,Herbicide,,,,,,,,
30,Hijosa-Valsero,Tonalide,Constructed Wetland,,250,,160,Musk,,,,,,,,
1,Kim,Metoprolol,Membrane Bioreactor,6,397,1.5,255,Beta-Blocker,,,,,,,,
2,Margot,Formyl-4-aminoantipyrine,"Powdered Activated Carbon, Ultrafiltration",10,445,10,287,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,7810,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,7240,Drug Metabolite,,,,,,,,
1,Kim,Fluoxetine,Membrane Bioreactor,6,25.6,1.5,16.6,Antidepressant,,,,,,,,
16,Ávila,Diclofenac,Constructed Wetland,,770,,500,Anti-inflammatory,,,,,,,,
7,Oliveira,Pregabalin,UV,,1570,,1020,Gabapentinoid,,,,,,,,
13,Kosma,Diclofenac,"Anarobic/Anoxic tanks, Sand filter, Chlorine",126.2,2000,126.2,1300,Anti-inflammatory,,,,,,,,
3,Sim,Mefenamic acid,Chlorine,1,127,1,83,Anti-inflammatory,,,,,,,,
3,Sim,Carbamazepine,UV,4,214,4,140,Anticonvulsant,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Flaculative Pond,,9890,,6480,Anti-inflammatory,,,,,,,,
5,Li,Norfloxacin,Chlorine,,166,,109,Antibiotic,,,,,,,,
2,Margot,Galaxolidone,"Ozone, Sand Filter",40,335,40,220,Fragrance metabolite,,,,,,,,
22,Li,Sarafloxacin,UF,0.1,9.37,0.1,6.16,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,6910,Anti-inflammatory,,,,,,,,
41,Yang,Lincomycin,MF,10,21,10,14,Antibiotic,,,,,,,,
7,Oliveira,"Carbamazepine 10,11 epoxide",UV,,30,,20,Anticonvulsant,,,,,,,,
28,Chiu,Fluoxetine,UV,0.3,72,0.3,48,Antidepressant,,,,,,,,
7,Oliveira,Norverapamil,UV,,60,,40,Drug Metabolite,,,,,,,,
7,Oliveira,Oxycodone,UV,,240,,160,Opioid,,,,,,,,
7,Oliveira,Tylosin,UV,,30,,20,Antibiotic,,,,,,,,
1,Kim,Carbamazepine,Membrane Bioreactor,6,988,1.5,661,Anticonvulsant,,,,,,,,
2,Margot,Fluconazole,"Ozone, Sand Filter",20,120,20,80.3,Antifungal,,,,,,,,
1,Kim,Meprobamate,Membrane Bioreactor,16,22.3,4,15,Anxiolytic,,,,,,,,
18,Rosal,Antipyrine,Ozone,16,40,16,27,Pain Reliever,,,,,,,,
39,Estrada-Arriaga,Carbamazepine,UV - ClO2,2.9,43.7,2.9,29.5,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Mestranol,UV,4.41,741,4.41,502,Steroid Hormone,,,,,,,,
2,Margot,Valsartan acid,"Powdered Activated Carbon, Ultrafiltration",10,125,10,85.5,Drug metabolite,,,,,,,,
18,Rosal,Ranitidine,Ozone,153,524,153,360,Antihistamine,,,,,,,,
3,Sim,Lincomycin,Biological Filtration System,18,224,18,155,Antibiotic,,,,,,,,
1,Kim,Metoprolol,Membrane Bioreactor,6,453,1.5,315,Beta-Blocker,,,,,,,,
5,Li,Roxithromycin,Chlorine,,17.5,,12.2,Antibiotic,,,,,,,,
3,Sim,Carbamazepine,Biological Filtration System,4,258,4,180,Anticonvulsant,,,,,,,,
7,Oliveira,Metoprolol,UV,,3020,,2110,Beta-Blocker,,,,,,,,
13,Kosma,Carbamazepine,Chlorine,16.7,1000,16.7,700,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,8530,Drug Metabolite,,,,,,,,
3,Sim,Lincomycin,Chlorine,18,340,18,240,Antibiotic,,,,,,,,
23,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,9890,,6990,Anti-inflammatory,,,,,,,,
20,Zuccato,Vancomycin,UV,,41,,29,Antibiotic,,,,,,,,
3,Sim,Erythromycin-H20,SF,22,383,22,272,Drug metabolite,,,,,,,,
1,Kim,Alprazolam,Membrane Bioreactor,1.2,1.36,0.3,0.967,Anxiolytic,,,,,,,,
8,Rodriguez-Mozaz,Diclofenac,MF,2.3,469,22.9,335,Anti-inflammatory,,,,,,,,
3,Sim,Gemfibrozil,SF,10,14,10,10,Lipid Regulator,,,,,,,,
7,Oliveira,Fluoxetine,UV,,70,,50,Antidepressant,,,,,,,,
7,Oliveira,Modafinil,UV,,70,,50,Stimulant,,,,,,,,
7,Oliveira,Verapamil,UV,,70,,50,Antihypertensive,,,,,,,,
5,Li,Erythromycin-H2O,Chlorine,,207,,148,Drug metabolite,,,,,,,,
1,Kim,Carbamazepine,Membrane Bioreactor,6,931,1.5,667,Anticonvulsant,,,,,,,,
8,Rodriguez-Mozaz,Diclofenac,UV,2.3,469,22.9,336.5,Anti-inflammatory,,,,,,,,
22,Li,Sulfamethazine,UF,0.02,6.32,0.02,4.55,Antibiotic,,,,,,,,
7,Oliveira,Sertraline,UV,,110,,80,Antidepressant,,,,,,,,
2,Margot,Valsartan acid,"Ozone, Sand Filter",10,125,10,91.5,Drug metabolite,,,,,,,,
8,Rodriguez-Mozaz,Mefenamic Acid,UV,0.6,15,1.4,11,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,8970,Drug Metabolite,,,,,,,,
20,Zuccato,Lincomycin,UV,,9.7,,7.2,Antibiotic,,,,,,,,
3,Sim,Diclofenac,Chlorine,2,39,2,29,Anti-inflammatory,,,,,,,,
1,Kim,Fluoxetine,Membrane Bioreactor,6,26,1.5,19.4,Antidepressant,,,,,,,,
7,Oliveira,Albuterol,UV,,40,,30,Bronchodilators,,,,,,,,
7,Oliveira,Hydrocodone,UV,,40,,30,Opioid Analgesic,,,,,,,,
6,Behera,Metoprolol,UV,0.182,4,0.182,3,Beta-Blocker,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,7820,Anti-inflammatory,,,,,,,,
7,Oliveira,Gabapentin,UV,,105830,,79860,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,9160,Drug Metabolite,,,,,,,,
7,Oliveira,Oxycodone,UV,,420,,320,Opioid,,,,,,,,
6,Behera,Carbamazepine,UV,0.088,72,0.088,55,Anticonvulsant,,,,,,,,
7,Oliveira,Clarithromycin,UV,,170,,130,Antibiotic,,,,,,,,
3,Sim,Diclofenac,Biological Filtration System,2,42,2,33,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,8800,Drug Metabolite,,,,,,,,
1,Kim,Hydrochlorothiazide,Membrane Bioreactor,80,313,20,246,Diuretic,,,,,,,,
7,Oliveira,Lidocaine,UV,,660,,520,Local Anesthetic,,,,,,,,
4,Urtiaga,Bezafibrate,Ultrafiltration,,208,,164,Lipid Regulator,,,,,,,,
1,Kim,Alprazolam,Membrane Bioreactor,1.2,1.26,0.3,0.994,Anxiolytic,,,,,,,,
37,Matamoros,Diclofenac,Constructed Wetland,,500,,395,Anti-inflammatory,,,,,,,,
1,Kim,Erythromycin-H2O,Membrane Bioreactor,0.3,210,1.2,166,Drug metabolite,,,,,,,,
7,Oliveira,Gabapentin,UV,,24570,,19480,Anticonvulsant,,,,,,,,
39,Estrada-Arriaga,Ciprofloxacin,UV,13.2,478,13.2,379,Antibiotic,,,,,,,,
41,Yang,Erythromycin,MF,200,340,100,270,Antibiotic,,,,,,,,
5,Li,Norfloxacin,Chlorine,,7,,5.6,Antibiotic,,,,,,,,
7,Oliveira,Albuterol,UV,,100,,80,Bronchodilators,,,,,,,,
7,Oliveira,Hydrocodone,UV,,50,,40,Opioid Analgesic,,,,,,,,
7,Oliveira,Ketoprofen,UV,,50,,40,Anti-inflammatory,,,,,,,,
8,Rodriguez-Mozaz,Propranolol,UV,3.9,83,0.8,66.5,Beta-Blocker,,,,,,,,
39,Estrada-Arriaga,Sulfadiazine,UV,8.34,217,8.34,175,Antibiotic,,,,,,,,
7,Oliveira,Cimetidine,UV,,160,,130,Antihistamine,,,,,,,,
11,Dolar,Diazepam,RO,13.82,17,13.82,13.82,Sedative,,,,,,,,
7,Oliveira,Trimethoprim,UV,,430,,350,Antibiotic,,,,,,,,
1,Kim,Alprazolam,Membrane Bioreactor,1.2,1.24,0.3,1.01,Anxiolytic,,,,,,,,
5,Li,Tetracycline,Chlorine,,76.7,,62.5,Antibiotic,,,,,,,,
7,Oliveira,Metoprolol,UV,,600,,490,Beta-Blocker,,,,,,,,
7,Oliveira,Erythromycin,UV,,110,,90,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Propranolol,MF,3.9,83,0.8,68,Beta-Blocker,,,,,,,,
30,Hijosa-Valsero,Caffeine,Constructed Wetland,,19200,,15740,Stimulant,,,,,,,,
3,Sim,Lincomycin,Chlorine,18,334,18,275,Antibiotic,,,,,,,,
21,Le-Minh,Sulfapyridine,UV,,1307,,1080,Antibiotic,,,,,,,,
3,Sim,Mefenamic acid,UV,1,52,1,43,Anti-inflammatory,,,,,,,,
18,Rosal,Sulfamethoxazole,Ozone,15,279,15,231,Antibiotic,,,,,,,,
28,Chiu,Dilantin,UV,0.7,470,0.7,390,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,10070,Drug Metabolite,,,,,,,,
7,Oliveira,Phentermine,UV,,120,,100,Anorectic,,,,,,,,
1,Kim,Carbamazepine,Membrane Bioreactor,6,853,1.5,712,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,9360,Drug Metabolite,,,,,,,,
3,Sim,Ketoprofen,Chlorine,6,49,6,41,Anti-inflammatory,,,,,,,,
1,Kim,Oxycodone,Membrane Bioreactor,0.6,233,2.4,195,Opioid,,,,,,,,
1,Kim,Propanolol,Membrane Bioreactor,8,83.2,2,69.8,Beta-Blocker,,,,,,,,
2,Margot,Gabapentin,"Powdered Activated Carbon, Ultrafiltration",1.8,3867,1.8,3248.96,Anticonvulsant,,,,,,,,
22,Li,Erythromycin,UF,0.15,221,0.15,186,Antibiotic,,,,,,,,
8,Rodriguez-Mozaz,Propyphenazone,UV,4.3,10,1.2,8.5,Analgesic,,,,,,,,
18,Rosal,Atenolol,Ozone,6,1197,6,1025,Beta-Blocker,,,,,,,,
7,Oliveira,"Carbamazepine 10,11 epoxide",UV,,70,,60,Anticonvulsant,,,,,,,,
7,Oliveira,Phentermine,UV,,70,,60,Anorectic,,,,,,,,
1,Kim,Propanolol,Membrane Bioreactor,8,85.1,2,73.1,Beta-Blocker,,,,,,,,
2,Margot,N-acetyl-4-aminoantipyrine,"Powdered Activated Carbon, Ultrafiltration",20,920,20,792,Drug Metabolite,,,,,,,,
6,Behera,Sulfamethazine,UV,0.524,132,0.524,114,Antibiotic,,,,,,,,
29,Wang,Metoprolol,UV,1.2,122,0.2,105.84,Beta-blocker,,,,,,,,
39,Estrada-Arriaga,Alprazolam,UV,0.28,1.74,0.28,1.51,Sedative,,,,,,,,
8,Rodriguez-Mozaz,Sotalol,UV,5.7,348.5,2,302.5,Beta-Blocker,,,,,,,,
13,Kosma,Phenazone,Chlorine,43.4,800,43.4,700,Anti-inflammatory,,,,,,,,
7,Oliveira,Codeine,UV,,80,,70,Opioid,,,,,,,,
7,Oliveira,Triamterene,UV,,320,,280,Diuretic,,,,,,,,
1,Kim,Erythromycin-H2O,Membrane Bioreactor,0.3,164,1.2,144,Drug metabolite,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,9150,Anti-inflammatory,,,,,,,,
18,Rosal,Indomethacine,Ozone,4,42,4,37,Anti-inflammatory,,,,,,,,
7,Oliveira,Sulfamethoxazole,UV,,3680,,3250,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,9200,Anti-inflammatory,,,,,,,,
11,Dolar,Erythromycin,RO,43.4,49,43.4,43.4,Antibiotic,,,,,,,,
18,Rosal,Ketoprofen,Ozone,105,441,105,392,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Metoprolol,UV,5.9,228,5.9,205,Beta-Blocker,,,,,,,,
1,Kim,Thiabendazole,Membrane Bioreactor,1.5,37.8,6,34,Fungicide,,,,,,,,
1,Kim,Erythromycin-H2O,Membrane Bioreactor,0.3,210,1.2,189,Drug metabolite,,,,,,,,
7,Oliveira,Hydrochlorothiazide,UV,,3780,,3420,Diuretic,,,,,,,,
3,Sim,Carbamazepine,SF,4,327,4,296,Anticonvulsant,,,,,,,,
18,Rosal,Carbamazepine,Ozone,1,129,1,117,Anticonvulsant,,,,,,,,
18,Rosal,Bezafibrate,Ozone,8,141,8,128,Lipid Regulator,,,,,,,,
7,Oliveira,Furosemide,UV,,690,,630,Diuretic,,,,,,,,
18,Rosal,Omeprazole,Ozone,6,365,6,334,Proton pump inhibitor,,,,,,,,
1,Kim,Trimethoprim,Membrane Bioreactor,1.5,442,6,405,Antibiotic,,,,,,,,
3,Sim,Sulfamethoxazole,SF/AC,34,688,34,631,Antibiotic,,,,,,,,
1,Kim,Thiabendazole,Membrane Bioreactor,1.5,41.4,6,38,Fungicide,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,690,Anti-inflammatory,,,,,,,,
28,Chiu,Sulfamethoxazole,UV,0.3,2500,0.3,2300,Antibiotic,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,10310,Drug Metabolite,,,,,,,,
7,Oliveira,Sotalol,UV,,510,,470,Beta-Blocker,,,,,,,,
7,Oliveira,Lidocaine,UV,,770,,710,Local Anesthetic,,,,,,,,
7,Oliveira,Hydroxybuproprion,UV,,400,,370,Drug Metabolite,,,,,,,,
1,Kim,Oxycodone,Membrane Bioreactor,0.6,227,2.4,210,Opioid,,,,,,,,
4,Urtiaga,Ofloxacin,Ultrafiltration,,94,,87,Antibiotic,,,,,,,,
7,Oliveira,Oxymorphone,UV,,270,,250,Opioid Analgesic,,,,,,,,
1,Kim,Oxycodone,Membrane Bioreactor,0.6,231,2.4,215,Opioid,,,,,,,,
7,Oliveira,Buproprion,UV,,160,,150,Antidepressant,,,,,,,,
28,Chiu,Carbamazepine,UV,0.1,480,0.1,450,Anticonvulsant,,,,,,,,
29,Wang,Carbamazepine,UV,2.1,17,0.6,16.02,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,10610,Drug Metabolite,,,,,,,,
7,Oliveira,Levorphanol,UV,,190,,180,Narcotic Analgesic,,,,,,,,
18,Rosal,Diclofenac,Ozone,1,232,1,220,Anti-inflammatory,,,,,,,,
1,Kim,Hydrochlorothiazide,Membrane Bioreactor,80,216,20,205,Diuretic,,,,,,,,
1,Kim,Hydrochlorothiazide,Membrane Bioreactor,80,237,20,225,Diuretic,,,,,,,,
18,Rosal,Metoprolol,Ozone,14,20,14,19,Beta-Blocker,,,,,,,,
18,Rosal,Trimethoprim,Ozone,29,104,29,99,Antibiotic,,,,,,,,
18,Rosal,Erythromycin,Ozone,99,346,99,331,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Naproxen,Constructed Wetland,,1740,,1670,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Desmethyldiltiazem,UV,0.29,1.53,0.29,1.47,Drug Metabolite,,,,,,,,
4,Urtiaga,Naproxen,Ultrafiltration,,2672,,2583,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Hydrochlorothiazide,UV,18.6,93.3,18.6,91,Diuretic,,,,,,,,
18,Rosal,Mefenamic acid,Ozone,3,141,3,138,Anti-inflammatory,,,,,,,,
39,Estrada-Arriaga,Diltiazem,UV,0.86,6.48,0.86,6.38,Antihypertensive,,,,,,,,
21,Le-Minh,Sulfamethoxazole,MBR,,201,,198,Antibiotic,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,740,Anti-inflammatory,,,,,,,,
18,Rosal,Fenofibric acid,Ozone,8,79,8,78,Fibric Acid,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,980,Anticonvulsant,,,,,,,,
24,Li,Carbamazepine,"Aerated Lanoons (2), Sand Tank",2.2,47.5,0.93,220,Anticonvulsant,,,,,,,,
24,Li,Carbamazepine,"Aerated Lanoons (2), Sand Tank",2.2,67.3,0.93,150,Anticonvulsant,,,,,,,,
24,Li,Gemfibrozil,"Aerated Lanoons (2), Sand Tank",5.9,893,0.47,1630,Lipid Regulator,,,,,,,,
24,Li,Trimethoprim,"Aerated Lanoons (2), Sand Tank",4.8,223,2.4,586,Antibiotic,,,,,,,,
13,Kosma,Carbamazepine,"Anarobic/Anoxic tanks, Sand filter, Chlorine",16.7,800,16.7,900,Anticonvulsant,,,,,,,,
3,Sim,Roxythromycin,Biological Filtration System,27,27,27,45,Antibiotic,,,,,,,,
3,Sim,Clofibric Acid,Chlorine,3,3,3,35,Herbicide,,,,,,,,
3,Sim,Clofibric Acid,Chlorine,3,3,3,4,Herbicide,,,,,,,,
3,Sim,Diclofenac,Chlorine,2,14,2,18,Anti-inflammatory,,,,,,,,
13,Kosma,Diclofenac,Chlorine,126.2,2900,126.2,3400,Anti-inflammatory,,,,,,,,
5,Li,Tetracycline,Chlorine,,110,,120,Antibiotic,,,,,,,,
39,Estrada-Arriaga,Dehydronifedipine,ClO2,0.26,0.26,0.26,2.37,Drug Metabolite,,,,,,,,
39,Estrada-Arriaga,Meprobamate,ClO2,1.73,1.73,1.73,5.29,Anxiolytic,,,,,,,,
30,Hijosa-Valsero,1-Hydroxy-ibuprofen,Constructed Wetland,,11200,,13740,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,2-Hydroxy-ibuprofen,Constructed Wetland,,12100,,12960,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,1680,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,1570,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,1130,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,1110,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,Carbamazepine,Constructed Wetland,,990,,1070,Anticonvulsant,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,770,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,760,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,710,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,480,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,420,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,420,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Diclofenac,Constructed Wetland,,410,,420,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,330,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,320,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,270,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,260,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,190,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Dihydro-ketoprofen,Constructed Wetland,,120,,180,Drug Metabolite,,,,,,,,
30,Hijosa-Valsero,Ibuprofen,Constructed Wetland,,10400,,10900,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,1710,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,1400,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,950,Anti-inflammatory,,,,,,,,
30,Hijosa-Valsero,Ketoprofen,Constructed Wetland,,750,,820,Anti-inflammatory,,,,,,,,
25,Carmona,Diclofenac,"Filtration, UV",20,90,4,233,Anti-inflammatory,,,,,,,,
25,Carmona,Flufenamic acid,"Filtration, UV",4,57,0.6,127,Anti-inflammatory,,,,,,,,
25,Carmona,Gemfibrozil,"Filtration, UV",10,336,1.5,460,Lipid Regulator,,,,,,,,
25,Carmona,Triclocarban,"Filtration, UV",3,71,0.5,127,Antibacterial,,,,,,,,
25,Carmona,Triclosan,"Filtration, UV",5,2.3,5,46,Antifungal,,,,,,,,
10,He,Bisphenol A ,MBR,0.7,26,0.7,58,Plastic Component,,,,,,,,
21,Le-Minh,Sulfapyridine,MBR,,48,,253,Antibiotic,,,,,,,,
1,Kim,Clarithromycin,Membrane Bioreactor,1.5,916,6,1280,Antibiotic,,,,,,,,
1,Kim,Clarithromycin,Membrane Bioreactor,1.5,785,6,1050,Antibiotic,,,,,,,,
1,Kim,Clarithromycin,Membrane Bioreactor,1.5,941,6,1240,Antibiotic,,,,,,,,
1,Kim,Meprobamate,Membrane Bioreactor,16,17.4,4,20.5,Anxiolytic,,,,,,,,
1,Kim,Meprobamate,Membrane Bioreactor,16,16.3,4,17.3,Anxiolytic,,,,,,,,
1,Kim,Thiabendazole,Membrane Bioreactor,1.5,30.2,6,33.6,Fungicide,,,,,,,,
1,Kim,Trimethoprim,Membrane Bioreactor,1.5,386,6,405,Antibiotic,,,,,,,,
1,Kim,Trimethoprim,Membrane Bioreactor,1.5,432,6,442,Antibiotic,,,,,,,,
41,Yang,Carbamazepine,MF,100,230,50,250,Anticonvulsant,,,,,,,,
8,Rodriguez-Mozaz,Carbamezapine,MF,1.2,230,0.4,381.5,Anticonvulsant,,,,,,,,
41,Yang,Primidone,MF,100,100,10,120,Anticonvulsant,,,,,,,,
8,Rodriguez-Mozaz,Propyphenazone,MF,4.3,10,1.2,13.5,Analgesic,,,,,,,,
8,Rodriguez-Mozaz,Sotalol,MF,5.7,348.5,2,439.5,Beta-Blocker,,,,,,,,
18,Rosal,Propanolol,Ozone,4,36,4,36,Beta-Blocker,,,,,,,,
2,Margot,Oxazepam,"Ozone, Sand Filter",20,305,20,318.5,Sedative,,,,,,,,
15,Zorita,Diclofenac,Sand Filter,2.3,230,2.3,490,Anti-inflammatory,,,,,,,,
3,Sim,Carbamazepine,SF,4,450,4,528,Anticonvulsant,,,,,,,,
3,Sim,Diclofenac,SF,2,5,2,40,Anti-inflammatory,,,,,,,,
3,Sim,Diclofenac,SF,2,12,2,77,Anti-inflammatory,,,,,,,,
3,Sim,Mefenamic acid,SF,1,52,1,174,Anti-inflammatory,,,,,,,,
3,Sim,Roxythromycin,SF,27,27,27,27,Antibiotic,,,,,,,,
3,Sim,Ibuprofen,SF/AC,28,213,28,238,Anti-inflammatory,,,,,,,,
3,Sim,Trimethoprim,SF/AC,24,425,24,481,Antibiotic,,,,,,,,
22,Li,Roxithromycin,UF,0.1,129,0.1,143,Antibiotic,,,,,,,,
4,Urtiaga,Atenolol,Ultrafiltration,,778,,1044,Beta-Blocker,,,,,,,,
4,Urtiaga,Fenofibric acid,Ultrafiltration,,139,,194,Fibric Acid,,,,,,,,
39,Estrada-Arriaga,Albuterol,UV,0.59,3.58,0.59,7.25,Bronchodilator,,,,,,,,
